research_id,data_element_label,analytic_component,facility_types,module_titles,observed_source_codes,source_locations,source_version,provenance_status,currentness_note
HMIS-FORM-0540,"Out of above, number of specialist AYUSH OPD services provided",Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.2.2.a; 13.2.2.a; 14.2.2.a,CHC p.12; Civil Hospital / SDH p.12; District Hospital p.12; HWC-PHC p.12; HWC-SC p.9; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0541,"Out of Boys registered, Boys received clinical services",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.2.b,CHC p.11; Civil Hospital / SDH p.11; District Hospital p.10; HWC-PHC p.11; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0542,"Out of Boys registered, Boys received counselling",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.3.b,CHC p.11; Civil Hospital / SDH p.11; District Hospital p.11; HWC-PHC p.11; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0543,"Out of Girls registered, Girls received clinical services",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.2.a,CHC p.11; Civil Hospital / SDH p.11; District Hospital p.10; HWC-PHC p.11; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0544,"Out of Girls registered, Girls received counselling",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.3.a,CHC p.11; Civil Hospital / SDH p.11; District Hospital p.10; HWC-PHC p.11; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0545,"Out of Major Operation, Gynecology- Hysterectomy surgeries",Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; Medical College,National TB Elimination Programme (NTEP); Patient Services,14.8.1.b,CHC p.14; Civil Hospital / SDH p.14; District Hospital p.14; Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0546,"Out of Number of cases of AEFI - Serious , total number of AEFI deaths",Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.6.3.a; 9.6.3.a,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; HWC-SC p.7; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0547,"Out of registered adolescents (10-19 years), number received clinical services",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.2,CHC p.11; Civil Hospital / SDH p.11; District Hospital p.10; HWC-PHC p.11; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0548,"Out of registered adolescents (10-19 years), number received counselling",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.3,CHC p.11; Civil Hospital / SDH p.11; District Hospital p.10; HWC-PHC p.11; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0549,"Out of the above, No. of DIL women confirmed as HIV Positive",STI/RTI services,Civil Hospital / SDH; District Hospital; Medical College,Diagnostics,15.3.3.h,Civil Hospital / SDH p.18; District Hospital p.17; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0550,"Out of the above, No. of DIL women found reactive for HIV",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Diagnostics,14.3.3.f; 15.3.3.f,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0551,"Out of the above, No. of females (non-ANC) confirmed as HIV Positive",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.2.d; 14.3.2.d; 15.3.2.d,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0552,"Out of the above, No. of females (non-ANC) found reactive for HIV",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.2.b; 14.3.2.b; 15.3.2.b,CHC p.17; Civil Hospital / SDH p.17; District Hospital p.16; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0553,"Out of the above, No. of H/TG people confirmed as HIV Positive",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.4.d; 14.3.4.d; 15.3.4.d,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0554,"Out of the above, No. of H/TG people found reactive for HIV",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.4.b; 14.3.4.b; 15.3.4.b,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0555,"Out of the above, No. of males confirmed as HIV Positive",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.1.d; 14.3.1.d; 15.3.1.d,CHC p.17; Civil Hospital / SDH p.17; District Hospital p.16; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0556,"Out of the above, No. of males found reactive for HIV",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.1.b; 14.3.1.b; 15.3.1.b,CHC p.17; Civil Hospital / SDH p.17; District Hospital p.16; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0557,"Out of the above, No. of PW(ANC) confirmed as HIV Positive",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.3.d; 14.3.3.d; 15.3.3.d,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0558,"Out of the above, No. of PW(ANC) found reactive for HIV",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.3.b; 14.3.3.b; 15.3.3.b,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0559,"Out of the above, number of females (all females) diagnosed with STI/RTI",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.2.a; 7.1.2.a,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0560,"Out of the above, number of females (all females) treated for STI/RTI",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.2.b; 7.1.2.b,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0561,"Out of the above, number of females (non-ANC) tested reactive for Syphilis (RPR/VDRL/PoC/ RDT/TPHA)",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4.2.b; 14.4.2.b; 15.4.2.b,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0562,"Out of the above, number of females (non-ANC) treated for Syphilis",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4.2.c; 14.4.2.c; 15.4.2.c,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0563,"Out of the above, number of H/TG people diagnosed with STI/RTI",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.3.a; 7.1.3.a,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0564,"Out of the above, number of H/TG people tested reactive for Syphilis (RPR/VDRL/PoC/ RDT/TPHA)",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4.3.b; 14.4.3.b; 15.4.3.b,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0565,"Out of the above, number of H/TG people treated for STI/RTI",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.3.b; 7.1.3.b,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.5,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0566,"Out of the above, number of H/TG people treated for Syphilis",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4.3.c; 14.4.3.c; 15.4.3.c,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0567,"Out of the above, number of males diagnosed with STI/RTI",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.1.a; 7.1.1.a,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0568,"Out of the above, number of males tested reactive for Syphilis (RPR/VDRL/PoC/ RDT/TPHA)",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4.1.b; 14.4.1.b; 15.4.1.b,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0569,"Out of the above, number of males treated for STI/RTI",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.1.b; 7.1.1.b,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0570,"Out of the above, number of males treated for Syphilis",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4.1.c; 14.4.1.c; 15.4.1.c,CHC p.18; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.12; Medical College p.15,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0571,"Out of the above, number of Newborns having weight less than 1800 gms",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.4.2.a; 4.4.2.a,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.4; HWC-PHC p.4; HWC-SC p.3; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0572,"Out of the selected Peer Educators, numbers trained",Adolescent health,HWC-PHC; HWC-SC,Adolescent Health,11.2.2; 12.3.2,HWC-PHC p.11; HWC-SC p.8,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0573,"Out of the total NEW ANC registered, number registered within 1st trimester (within 12 weeks)",Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.1.1,CHC p.1; Civil Hospital / SDH p.1; District Hospital p.1; HWC-PHC p.1; HWC-SC p.1; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0574,"Out of the total number of Hb tests done, Number having Hb < 7 mg",STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.2.2; 14.2.2; 15.2.2,CHC p.17; Civil Hospital / SDH p.17; District Hospital p.16; HWC-PHC p.16; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0575,"Out of total C-section, number of women stayed for 72 hours or more after delivery",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of Caesarean (C-Section) deliveries,3.1.2,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.3; HWC-PHC p.4; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0576,"Out of total C-sections, number performed at night (8 PM- 8 AM)",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Number of Caesarean (C-Section) deliveries,3.1.1,CHC p.4; Civil Hospital / SDH p.4; District Hospital p.3; HWC-PHC p.4; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0577,"Out of total institutional deliveries(excluding C-section), number of women stayed for 48 hours or more after delivery",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Deliveries,2.2.1,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0578,"Out of total Institutional deliveries, number of Institutional Deliveries (Excluding C- Sections) conducted at night (8 PM- 8 AM)",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Deliveries,2.2.2,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0579,"Out of total Institutional deliveries, number of institutional deliveries conducted at Midwifery Led Care Unit (MLCU)",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; Medical College,Deliveries,2.1.3; 2.2.3,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0580,"Out of total number maternal deaths (Home & Transit deaths), deaths with age more than >19- 49 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.3,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0581,"Out of total number maternal deaths (Home & Transit deaths), deaths with age more than >49 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.4,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0582,"Out of total number maternal deaths at facility, deaths with age more than >19-49 years",Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.5.8.c; 15.5.8.c; 16.5.8.c,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0583,"Out of total number maternal deaths at facility, deaths with age more than >49 years",Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.5.8.d; 15.5.8.d; 16.5.8.d,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0584,"Out of total number of delivery, PW with age 15-19 years",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Deliveries,2.3.2,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0585,"Out of total number of delivery, PW with age less than <15 years",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Deliveries,2.3.1,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0586,"Out of total number of delivery, PW with age more than > 49 years",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Deliveries,2.2.4; 2.3.4,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0587,"Out of total number of delivery, PW with age more than >19-49 years",Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Deliveries,2.3.3,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0588,"Out of total number of maternal deaths (Home & Transit deaths), deaths with age 15-19 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.2,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0589,"Out of total number of maternal deaths (Home & Transit deaths), deaths with age less than <15 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.1,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0590,"Out of total number of maternal deaths at facility, deaths with age 15-19 years",Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.5.8.b; 15.5.8.b; 16.5.8.b,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0591,"Out of total number of maternal deaths at facility, deaths with age less than <15 years",Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.5.8.a; 15.5.8.a; 16.5.8.a,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0592,Out of total number of NEW pregnant women registered with age 15-19 years,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.1.b,CHC p.1; Civil Hospital / SDH p.1; District Hospital p.1; HWC-PHC p.1; HWC-SC p.1; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0593,Out of total number of NEW pregnant women registered with age less than <15 years,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.1.a,CHC p.1; Civil Hospital / SDH p.1; District Hospital p.1; HWC-PHC p.1; HWC-SC p.1; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0594,Out of total number of NEW pregnant women registered with age more than >19 to 49 years,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.1.c,CHC p.1; Civil Hospital / SDH p.1; District Hospital p.1; HWC-PHC p.1; HWC-SC p.1; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0595,Out of total number of NEW pregnant women registered with age more than >49 years,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.1.d,CHC p.1; Civil Hospital / SDH p.1; District Hospital p.1; HWC-PHC p.1; HWC-SC p.1; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0596,Outpatient attendance (All) (excluding teleconsultation),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.2; 13.2; 14.2,CHC p.12; Civil Hospital / SDH p.12; District Hospital p.11; HWC-PHC p.12; HWC-SC p.9; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
